"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,12:14 AM,06:27 AM,4h13m,1268,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,12:31 AM,06:39 AM,4h08m,438,738
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,12:31 AM,06:39 AM,4h08m,506,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,12:31 AM,06:37 AM,4h06m,910,320
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,05:30 AM,11:40 AM,4h10m,1234,764
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,06:00 AM,12:10 PM,4h10m,407,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,06:15 AM,12:25 PM,4h10m,228,738
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,06:15 AM,12:25 PM,4h10m,1913,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,06:30 AM,12:44 PM,4h14m,1533,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,06:49 AM,01:03 PM,4h14m,506,319
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,08:45 AM,02:48 PM,4h03m,438,738
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,08:45 AM,02:44 PM,3h59m,843,752
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,08:45 AM,02:44 PM,3h59m,1180,752
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,08:45 AM,02:58 PM,4h13m,1194,752
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,08:50 AM,02:53 PM,4h03m,478,738
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,09:22 AM,03:32 PM,4h10m,1603,738
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,10:30 AM,04:33 PM,4h03m,478,752
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,10:30 AM,04:37 PM,4h07m,1603,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,11:49 AM,05:57 PM,4h08m,884,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,11:52 AM,06:08 PM,4h16m,1003,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,12:11 PM,06:17 PM,4h06m,506,320
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,12:11 PM,06:17 PM,4h06m,910,320
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,01:00 PM,07:05 PM,4h05m,293,320
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,01:30 PM,07:35 PM,4h05m,1189,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,01:50 PM,08:03 PM,4h13m,283,319
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,01:50 PM,07:55 PM,4h05m,1913,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,02:04 PM,08:10 PM,4h06m,293,320
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,03:30 PM,09:26 PM,3h56m,293,752
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,03:30 PM,09:30 PM,4h00m,1191,738
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,03:36 PM,09:47 PM,4h11m,283,738
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,04:09 PM,10:20 PM,4h11m,438,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,05:23 PM,11:32 PM,4h09m,799,319
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,06:46 PM,01:09 AM,4h23m,209,319
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,06:46 PM,12:54 AM,4h08m,387,319
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,06:46 PM,12:45 AM,3h59m,1270,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,06:55 PM,01:06 AM,4h11m,209,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,10:35 PM,04:34 AM,3h59m,1833,738
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,10:53 PM,04:53 AM,4h00m,564,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,11:22 PM,05:20 AM,3h58m,1180,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,11:23 PM,05:31 AM,4h08m,482,319
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,11:24 PM,05:20 AM,3h56m,660,739
"LOS ANGELES, CA",LAX,"CHICAGO, IL",ORD,11:50 PM,05:58 AM,4h08m,706,319
"LOS ANGELES, CA",LAX,"CLEVELAND, OH",CLE,07:55 AM,03:39 PM,4h44m,211,319
"LOS ANGELES, CA",LAX,"CLEVELAND, OH",CLE,08:00 AM,03:28 PM,4h28m,1913,738
"LOS ANGELES, CA",LAX,"CLEVELAND, OH",CLE,08:09 AM,03:42 PM,4h33m,1775,738
"LOS ANGELES, CA",LAX,"CLEVELAND, OH",CLE,10:35 AM,06:03 PM,4h28m,1913,73G
"LOS ANGELES, CA",LAX,"CLEVELAND, OH",CLE,09:00 PM,04:31 AM,4h31m,112,739
"LOS ANGELES, CA",LAX,"CLEVELAND, OH",CLE,10:09 PM,05:40 AM,4h31m,1786,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,05:37 AM,08:59 AM,2h22m,452,738
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,05:37 AM,08:59 AM,2h22m,495,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,05:37 AM,08:59 AM,2h22m,1584,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,05:38 AM,08:59 AM,2h21m,1119,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,05:38 AM,08:59 AM,2h21m,1802,738
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,05:45 AM,09:04 AM,2h19m,498,752
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,06:59 AM,10:20 AM,2h21m,556,752
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,06:59 AM,10:20 AM,2h21m,1802,738
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,07:04 AM,10:25 AM,2h21m,210,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,07:04 AM,10:25 AM,2h21m,495,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,07:04 AM,10:25 AM,2h21m,773,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,07:04 AM,10:25 AM,2h21m,1592,738
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,08:00 AM,11:29 AM,2h29m,393,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,08:09 AM,11:32 AM,2h23m,1895,752
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,08:14 AM,11:37 AM,2h23m,1924,752
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,08:18 AM,11:40 AM,2h22m,994,320
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,08:24 AM,11:47 AM,2h23m,1924,738
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,08:25 AM,11:53 AM,2h28m,393,320
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,10:00 AM,01:21 PM,2h21m,544,752
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,11:04 AM,02:22 PM,2h18m,1169,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,11:43 AM,03:06 PM,2h23m,544,319
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,12:30 PM,03:50 PM,2h20m,281,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,12:50 PM,04:12 PM,2h22m,470,320
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,12:53 PM,04:15 PM,2h22m,1917,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,12:58 PM,04:21 PM,2h23m,1405,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,03:47 PM,07:07 PM,2h20m,314,738
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,03:48 PM,07:10 PM,2h22m,1567,738
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,06:00 PM,09:20 PM,2h20m,750,739
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,06:03 PM,09:25 PM,2h22m,1804,738
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,06:08 PM,09:29 PM,2h21m,723,320
"LOS ANGELES, CA",LAX,"DENVER, CO",DEN,07:37 PM,10:59 PM,2h22m,1895,738
"LOS ANGELES, CA",LAX,"HILO, HI",ITO,05:13 PM,07:47 PM,5h34m,1004,738
"LOS ANGELES, CA",LAX,"HONOLULU, OAHU, HI",HNL,08:40 AM,11:19 AM,5h39m,641,777
"LOS ANGELES, CA",LAX,"HONOLULU, OAHU, HI",HNL,10:50 AM,02:00 PM,6h10m,1224,738
"LOS ANGELES, CA",LAX,"HONOLULU, OAHU, HI",HNL,12:55 PM,04:58 PM,6h03m,1431,753
"LOS ANGELES, CA",LAX,"HONOLULU, OAHU, HI",HNL,04:00 PM,06:37 PM,5h37m,1170,753
"LOS ANGELES, CA",LAX,"HONOLULU, OAHU, HI",HNL,06:33 PM,09:35 PM,6h02m,1232,738
"LOS ANGELES, CA",LAX,"HONOLULU, OAHU, HI",HNL,07:08 PM,09:45 PM,5h37m,1232,753
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,12:58 AM,05:06 AM,2h08m,387,738
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,12:58 AM,06:06 AM,3h08m,495,739
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,12:58 AM,06:06 AM,3h08m,1230,739
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,12:58 AM,06:06 AM,3h08m,1614,739
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,06:00 AM,11:16 AM,3h16m,1258,738
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,06:00 AM,11:26 AM,3h26m,1815,319
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,06:35 AM,11:56 AM,3h21m,620,320
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,06:35 AM,11:54 AM,3h19m,1970,753
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,06:50 AM,12:09 PM,3h19m,1457,739
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,06:54 AM,12:13 PM,3h19m,1125,739
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,07:17 AM,12:43 PM,3h26m,1034,319
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,07:20 AM,12:46 PM,3h26m,1565,319
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,07:55 AM,01:10 PM,3h15m,1970,753
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,08:30 AM,01:52 PM,3h22m,1578,739
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,09:12 AM,02:33 PM,3h21m,387,738
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,09:12 AM,02:33 PM,3h21m,1020,739
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,09:12 AM,02:33 PM,3h21m,1258,739
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,09:12 AM,02:33 PM,3h21m,1549,739
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,09:15 AM,02:36 PM,3h21m,570,320
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,09:31 AM,02:53 PM,3h22m,1578,738
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,11:20 AM,04:47 PM,3h27m,1226,320
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,11:20 AM,04:39 PM,3h19m,1509,320
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,12:25 PM,05:45 PM,3h20m,1963,738
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,01:15 PM,06:34 PM,3h19m,799,320
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,01:15 PM,06:35 PM,3h20m,1168,738
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,02:24 PM,07:39 PM,3h15m,799,320
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,02:24 PM,07:36 PM,3h12m,1535,753
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,02:41 PM,07:52 PM,3h11m,1817,753
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,04:00 PM,09:12 PM,3h12m,1138,753
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,04:00 PM,09:12 PM,3h12m,1984,738
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,04:03 PM,09:12 PM,3h09m,1817,753
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,04:10 PM,09:24 PM,3h14m,307,320
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,06:05 PM,11:17 PM,3h12m,1730,738
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,06:38 PM,11:54 PM,3h16m,207,320
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,06:38 PM,12:02 AM,3h24m,301,319
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,06:38 PM,11:55 PM,3h17m,1726,738
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,07:29 PM,12:39 AM,3h10m,1730,320
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,11:59 PM,05:10 AM,3h11m,717,739
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,11:59 PM,05:12 AM,3h13m,717,320
"LOS ANGELES, CA",LAX,"HOUSTON, TX",IAH,11:59 PM,05:13 AM,3h14m,1553,739
"LOS ANGELES, CA",LAX,"KONA, HI",KOA,10:00 AM,12:40 PM,5h40m,1296,753
"LOS ANGELES, CA",LAX,"KONA, HI",KOA,01:00 PM,03:47 PM,5h47m,1736,739
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,08:00 AM,09:19 AM,1h19m,487,320
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,08:25 AM,09:43 AM,1h18m,1092,739
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,10:30 AM,11:47 AM,1h17m,1727,739
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,11:35 AM,12:52 PM,1h17m,364,320
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,12:30 PM,01:52 PM,1h22m,319,739
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,12:40 PM,02:00 PM,1h20m,1856,738
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,12:46 PM,02:05 PM,1h19m,364,320
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,01:00 PM,02:20 PM,1h20m,1587,738
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,01:05 PM,02:27 PM,1h22m,611,739
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,01:05 PM,02:27 PM,1h22m,1726,739
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,10:26 PM,11:43 PM,1h17m,325,739
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,10:26 PM,11:43 PM,1h17m,1446,739
"LOS ANGELES, CA",LAX,"LAS VEGAS, NV",LAS,10:57 PM,12:10 AM,1h13m,1728,739
"LOS ANGELES, CA",LAX,"LIHUE-KAUAI, HI",LIH,09:29 AM,12:29 PM,6h00m,1227,738
"LOS ANGELES, CA",LAX,"LIHUE-KAUAI, HI",LIH,04:15 PM,08:23 PM,6h08m,1227,738
"LOS ANGELES, CA",LAX,"LONDON, ENGLAND",LHR,04:55 PM,11:30 AM,11h35m,923,777
"LOS ANGELES, CA",LAX,"LONDON, ENGLAND",LHR,05:55 PM,12:20 PM,10h25m,934,777
"LOS ANGELES, CA",LAX,"LONDON, ENGLAND",LHR,05:55 PM,11:30 AM,9h35m,996,777
"LOS ANGELES, CA",LAX,"LOS CABOS, MEXICO",SJD,08:23 AM,11:49 AM,2h26m,1206,738
"LOS ANGELES, CA",LAX,"LOS CABOS, MEXICO",SJD,08:28 AM,11:49 AM,3h21m,780,738
"LOS ANGELES, CA",LAX,"LOS CABOS, MEXICO",SJD,10:04 AM,01:24 PM,2h20m,797,320
"LOS ANGELES, CA",LAX,"MAUI, HI",OGG,08:30 AM,11:12 AM,5h42m,417,752
"LOS ANGELES, CA",LAX,"MAUI, HI",OGG,10:00 AM,01:46 PM,6h46m,417,752
"LOS ANGELES, CA",LAX,"MAUI, HI",OGG,02:25 PM,05:08 PM,5h43m,1743,738
"LOS ANGELES, CA",LAX,"MAUI, HI",OGG,05:34 PM,08:17 PM,5h43m,1182,738
"LOS ANGELES, CA",LAX,"MELBOURNE, VIC.",MEL,10:30 PM,09:25 AM,16h55m,98,789
"LOS ANGELES, CA",LAX,"MEXICO CITY, MEXICO",MEX,08:24 AM,01:59 PM,4h35m,274,738
"LOS ANGELES, CA",LAX,"MEXICO CITY, MEXICO",MEX,03:55 PM,09:30 PM,3h35m,274,319
"LOS ANGELES, CA",LAX,"NEW ORLEANS, LA",MSY,12:45 PM,06:26 PM,3h41m,504,739
"LOS ANGELES, CA",LAX,"NEW ORLEANS, LA",MSY,12:45 PM,06:26 PM,3h41m,1264,739
"LOS ANGELES, CA",LAX,"NEW ORLEANS, LA",MSY,05:00 PM,10:39 PM,3h39m,1264,320
"LOS ANGELES, CA",LAX,"NEW ORLEANS, LA",MSY,06:07 PM,11:56 PM,3h49m,1264,739
"LOS ANGELES, CA",LAX,"NEW YORK, NY",JFK,06:00 AM,02:29 PM,5h29m,212,757
"LOS ANGELES, CA",LAX,"NEW YORK, NY",JFK,08:01 AM,04:30 PM,5h29m,275,757
"LOS ANGELES, CA",LAX,"NEW YORK, NY",JFK,10:29 AM,07:00 PM,5h31m,779,757
"LOS ANGELES, CA",LAX,"NEW YORK, NY",JFK,12:53 PM,09:29 PM,5h36m,1128,752
"LOS ANGELES, CA",LAX,"NEW YORK, NY",JFK,12:53 PM,09:29 PM,5h36m,1141,752
"LOS ANGELES, CA",LAX,"NEW YORK, NY",JFK,12:53 PM,09:29 PM,5h36m,1285,752
"LOS ANGELES, CA",LAX,"NEW YORK, NY",JFK,04:20 PM,12:40 AM,5h20m,233,757
"LOS ANGELES, CA",LAX,"NEW YORK, NY",JFK,10:10 PM,06:30 AM,5h20m,912,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,06:00 AM,02:17 PM,5h17m,502,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,06:00 AM,02:32 PM,5h32m,1199,738
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,07:00 AM,03:24 PM,5h24m,1248,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,07:52 AM,04:16 PM,5h24m,1668,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,07:55 AM,04:25 PM,5h30m,1640,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,08:30 AM,04:54 PM,5h24m,1499,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,09:00 AM,05:20 PM,5h20m,1469,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,09:05 AM,05:32 PM,5h27m,1797,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,09:59 AM,06:29 PM,5h30m,642,320
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,11:25 AM,07:46 PM,5h21m,1960,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,11:30 AM,07:54 PM,5h24m,1997,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,11:54 AM,08:19 PM,5h25m,1956,738
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,12:00 PM,08:20 PM,5h20m,619,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,12:16 PM,08:29 PM,5h13m,510,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,01:03 PM,09:30 PM,5h27m,1960,738
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,02:00 PM,10:13 PM,5h13m,1807,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,02:25 PM,10:55 PM,5h30m,636,320
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,02:25 PM,10:57 PM,5h32m,1117,739
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,02:25 PM,10:57 PM,5h32m,1888,738
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,03:25 PM,11:32 PM,5h07m,1807,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,04:05 PM,12:12 AM,5h07m,1726,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,04:15 PM,12:44 AM,5h29m,619,319
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,04:15 PM,12:30 AM,5h15m,1191,739
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,04:20 PM,12:30 AM,5h10m,1535,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,04:20 PM,12:30 AM,5h10m,1960,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,05:00 PM,01:15 AM,5h15m,1780,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,05:58 PM,02:17 AM,5h19m,619,320
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,05:58 PM,02:19 AM,5h21m,1209,739
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,08:36 PM,04:57 AM,5h21m,1489,739
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,08:48 PM,05:04 AM,5h16m,1203,753
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,08:50 PM,05:01 AM,5h11m,488,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,08:50 PM,03:55 AM,4h05m,1218,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,10:45 PM,06:53 AM,5h08m,719,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,10:45 PM,06:53 AM,5h08m,1203,753
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,10:55 PM,06:06 AM,4h11m,415,752
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,11:24 PM,07:38 AM,5h14m,1780,753
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,11:41 PM,07:59 AM,5h18m,1166,739
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,11:45 PM,07:59 AM,5h14m,636,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,11:47 PM,08:00 AM,5h13m,1813,757
"LOS ANGELES, CA",LAX,"NEW YORK/NEWARK, NJ",EWR,11:55 PM,08:11 AM,5h16m,867,752
"LOS ANGELES, CA",LAX,"ORLANDO, FL",MCO,09:25 AM,05:14 PM,4h49m,261,739
"LOS ANGELES, CA",LAX,"ORLANDO, FL",MCO,09:30 AM,05:30 PM,5h00m,1669,739
"LOS ANGELES, CA",LAX,"ORLANDO, FL",MCO,09:30 AM,05:30 PM,5h00m,1687,739
"LOS ANGELES, CA",LAX,"ORLANDO, FL",MCO,10:27 PM,06:16 AM,4h49m,557,739
"LOS ANGELES, CA",LAX,"ORLANDO, FL",MCO,10:30 PM,06:19 AM,4h49m,833,739
"LOS ANGELES, CA",LAX,"ORLANDO, FL",MCO,10:30 PM,06:30 AM,5h00m,1128,739
"LOS ANGELES, CA",LAX,"ORLANDO, FL",MCO,10:30 PM,06:19 AM,4h49m,1669,739
"LOS ANGELES, CA",LAX,"PUERTO VALLARTA, MEXICO",PVR,07:55 AM,12:55 PM,3h00m,1217,739
"LOS ANGELES, CA",LAX,"SAN ANTONIO, TX",SAT,07:20 AM,12:26 PM,3h06m,350,319
"LOS ANGELES, CA",LAX,"SAN ANTONIO, TX",SAT,11:11 AM,04:17 PM,3h06m,689,319
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,06:00 AM,07:27 AM,1h27m,1570,739
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,06:03 AM,07:30 AM,1h27m,414,319
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,06:06 AM,07:36 AM,1h30m,391,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,06:06 AM,07:36 AM,1h30m,444,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,06:06 AM,07:36 AM,1h30m,481,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,06:06 AM,07:35 AM,1h29m,1108,320
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,06:06 AM,07:36 AM,1h30m,1242,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,06:06 AM,07:35 AM,1h29m,1497,320
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,06:06 AM,07:36 AM,1h30m,1623,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,07:02 AM,08:29 AM,1h27m,1896,739
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,07:46 AM,09:19 AM,1h33m,458,319
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,07:55 AM,09:35 AM,1h40m,1937,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,08:00 AM,09:33 AM,1h33m,788,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,08:32 AM,10:23 AM,1h51m,821,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,08:32 AM,10:23 AM,1h51m,1497,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,09:36 AM,11:14 AM,1h38m,239,319
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,09:36 AM,11:14 AM,1h38m,1497,739
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,09:38 AM,11:29 AM,1h51m,708,319
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,09:38 AM,11:29 AM,1h51m,1108,739
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,10:25 AM,12:15 PM,1h50m,318,739
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,10:51 AM,12:26 PM,1h35m,1497,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,11:31 AM,01:01 PM,1h30m,1638,738
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,11:37 AM,01:08 PM,1h31m,318,319
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,11:37 AM,01:08 PM,1h31m,447,319
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,11:51 AM,01:21 PM,1h30m,447,319
"LOS ANGELES, CA",LAX,"SAN FRANCISCO, CA",SFO,12:44 PM,02:10 PM,1h26m,1108,739
